Class,Inherited_class,Structure_name,Crater_field,Region,Country,Continent/Ocean,Lat,Lon,Diameter_final_rim_km,Diameter_present-day_km,Diameter_outer_limit_of_deformation_km,Diameter_km,DiameterSQL_km,Age_Ma,Younger_age_limit_Ma,Best_age_Ma,Older_age_limit_Ma,Age_uncert_Ma,Age_uncert_type,Overburden_m,Present_water_depth_m,Drilled,Target,Target_water_depth_m,Impactor,,,,,,,,,,,
4,-,Charron Lake,-,-,Canada,North America,52.74,-95.25,-,-,-,6,6,<2445 ± 70,-,-,2515,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
4,-,Dyestone Mt.,-,Missouri,USA,North America,36.9571,-92.0928,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,Gorski kotar,-,-,Croatia,Europe,45.36,14.70,-,-,-,20-50,35,-,-,-,-,-,-,0,0,Y,-,-,-,,,,,,,,,,,
4,-,Hudson Bay,-,-,Canada,North America,57.90,-80.03,-,-,-,230,440,>1850,1850,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,Kebira,-,-,Libya/Egypt,Africa,24.677,24.970,-,-,-,27x30,28.5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,La Fossa,La Fossa,Umbria,Italy,Europe,42.67361,12.67667,-,-,-,220x310,280,Quaternary,0,-,1.8,-,stratigraphic,0,0,-,-,-,-,,,,,,,,,,,
4,-,Luobusa,-,Tibet,China,Asia,29.235,92.195,-,-,-,-,-1,126-5.3,5.3,-,126,-,stratigraphic,0,0,-,I,-,-,,,,,,,,,,,
4,-,Mendorf,-,-,Germany,Europe,48.88,11.60,-,-,-,2.5,2.5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,Nichols Knob,-,Missouri,USA,North America,36.9016,-92.149,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,Oun,-,Borkou-Ennedi-Tibesti,Chad,Africa,21.741,19.345,-,-,-,9,9,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,Pantasma,-,-,Nicaragua,North America,13.37,-85.95,-,-,-,14,14,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
4,-,Rio Cuarto D,-,-,Argentina,South America,-,-,-,-,-,3.5x0.7,2.1,0.01,0.009,0.01,0.011,-,10%,-,-,-,-,-,-,,,,,,,,,,,
4,-,Rio Cuarto E,-,-,Argentina,South America,-,-,-,-,-,3.5x0.7,2.1,0.01,0.009,0.01,0.011,-,10%,-,-,-,-,-,-,,,,,,,,,,,
4,-,Semsiat,-,-,Mauritani,Africa,21.015,-11.833,-,-,-,5,5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
4,-,St. Imier,-,-,Switzerland,Europe,47.1653,7.0004,-,-,-,0.4,0.4,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,"unnamed (-15.1523, 12.3660)",-,-,Angola,Africa,-15.1523,12.3660,-,2 to 3,-,2 to 3,2 to 3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,"unnamed (22.9943, 12.6313)",-,-,Niger,Africa,22.9943,12.6313,-,0.8,-,0.8,0.8,Cretaceous or younger,0,-,145.5,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,"unnamed (25.856, 0.582)",-,-,-,Africa,25.856,0.582,-,-,-,6.5,6.5,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
4,-,"unnamed (34.879, 65.354)",-,Ghowr,Afghanistan,Asia,34.879,65.354,-,12 to 16,-,12 to 16,14,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
4,-,"unnamed (42.209, 107.835)",-,-,China,Asia,42.209,107.835,-,-,-,3,3,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
4,-,"Unnamed -14.427595, 14.05912",-,Lubango,Angola,Africa,-14.427595,14.059120,-,-,-,0.8,0.8,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,"Unnamed 15.6528, 44.6978",-,Sana´a,Yemen,Arabian subcontinent,15.6528,44.6978,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,"Unnamed 32.0203, 65.3599",-,Khakriz Mountains,Afghanistan,Asia,32.0203,65.3599,-,-,-,5.32 x 4.34,4.80,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
4,-,Uri,-,Borkou-Ennedi-Tibesti,Chad,Africa,21.288,19.343,-,-,-,5,5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Aflou (= D'Aflow),-,-,Algeria,Africa,34.000,2.045,-,-,-,3x5,4,Upper Tertiary,1.8,-,23,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
5,x,ÄNGSKÄRFJÄRDEN,-,-,Finland,Europe,60.47,21.00,-,-,-,6.5,6.5,1770-1800,1770,-,1800,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Arianna,-,Bolivar,Venezuela,South America,4.28,-63.39,-,-,-,43x70,50,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,BASS STRAIT,-,-,Australia,Australia,-40.00,146.00,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Bay of Campeche,-,-,Mexico,North America,21.0,-93.5,-,-,-,-,-1,-,-,-,-,-,-,-,-,Y,-,-,-,,,,,,,,,,,
5,-,Bermud,-,-,-,North America,31,-65,-,-,-,2500,2500,0.012,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Big Basin,-,Kansas,USA,North America,37.240,-99.997,-,-,-,1.6,1.6,a few ka,-,-,0.01,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,BISHOFTU,-,-,Ethiopia,Africa,8.75,39.00,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Buenos Aires,-,-,Argentina,South America,-,-,-,-,-,15,15,10.1 ± 0.4,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Carolina Bays,-,-,USA,North America,-,-,-,-,-,0.2-9,-1,0.07-0.12,0.07,-,0.12,-,Luminescence,0,-,-,-,-,-,,,,,,,,,,,
5,-,Chapadmalal,-,-,Argentina,South America,-,-,-,-,-,29,29,3.3,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,COLLUMA,-,-,Bolivia,South America,-18.53,-68.50,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,CONFOLENT,-,-,France,Europe,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Crestone,-,Colorado,USA,North America,37.90,-105.65,-,-,-,108x75,90,1930 AD - Holocene,0.000075,-,0.0115,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
5,-,Dampier,-,Western Australia,Australia,Australia,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,DUCKWATER,-,-,USA,North America,38.70,-115.70,-,-,-,0.075,0.075,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,El Mouilah,-,-,Algeria,Africa,33.877,2.048,-,-,-,4x5,4.5,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,El-Baz,-,-,Egypt,Africa,24.2155,26.3995,-,-,-,3.8-4.2,4,post Lower Cretaceous,0,-,145,-,stratigraphic,0,-,N,Ss,-,-,,,,,,,,,,,
5,x,ELEGANTE,-,-,Mexico,North America,32.67,-112.92,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Elko,Elko,Nevada,USA,North America,41.067,-115.910,-,-,-,0.25,0.25,0.006 - 0.02,0.006,-,0.02,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
5,-,Ellef Ringnes,-,Franklin District,Canada,North America,78.50,-102.50,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,El-Mrayer,-,-,Mauritania,Africa,22.5,-7.2,-,-,-,2,2,Phanerozoic,-,-,542,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,x,EYRE PENINSULA,-,-,Australia,Australia,-34.00,136.00,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Fiery Creek,-,Queensland,Australia,Australia,-19.22,139.22,-,-,-,30,30,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Fikes,-,Alaska,USA,North America,60.65,-147.80,-,-,-,760,760,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Fohn,-,-,Timor Sea,Asia,11.00334,127.14557,-,-,-,4.8,4.8,24.6 - 36,24.6,-,36,-,-,buried,-,-,-,-,-,,,,,,,,,,,
5,-,Foum Teguentour,-,-,Algeria,Africa,26.243,2.951,-,-,-,8,8,post Devonian,-,-,359,-,stratigraphic,0,-,-,-,-,-,,,,,,,,,,,
5,-,Franktown,-,Ontario,Canada,North America,45.05,-76.07,-,-,-,-,-1,?,-,-,-,-,-,0,-,Y,-,-,-,,,,,,,,,,,
5,-,Grendel ,-,offshore south Norway,Norway,Europe,58.16,5.86,-,-,-,18,18,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Gulf of St. Lawrence,-,-,Canada,North America,47.10,-63.05,-,-,-,290,290,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,GWARKUH,-,-,Iran,Asia,28.50,60.67,-,-,-,0.045,0.045,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Habhab (=Oman ring),-,-,Oman,Asia,19.87,56.93,-,-,-,6,6,?,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
5,x,HÉRAULT,-,-,France,Europe,43.53,3.13,-,-,-,0.22,0.22,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,HUNGARUAN PLAIN,-,-,Hungary,Europe,47.00,21.00,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Köfels,-,-,Austria,Europe,47.115,10.925,-,-,-,4,4,0.0098 ± .0001,0.0097,0.0098,0.0099,0.0001,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Lac St. Jean,-,Quebec,Canada,North America,-,-,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Laguna Guatavita,-,-,Colombia,South America,4.98,-73.78,-,-,-,0.7,0.7,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Lake Constance (= Bodensee),-,-,"Switzerland, Germany, Austria",Europe,47.58,9.42,-,-,-,n/a,-1,Late Pleistocene,0.01,-,0.024,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,x,LAKE ST. JOHN,-,-,Canada,North America,48.62,-72.00,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Lanai,-,"Hawaii, ",USA,North America,20.905,-156.887,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,LESSER ANTILLES,-,-,West Indies,Asia,-,-,-,-,-,950,0.55,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,LIBYAN DESERT CRATERS,-,-,Libya,Africa,22.30,25.50,-,-,-,0.8,0.8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,LUONTERI,-,-,Finland,Europe,61.58,27.85,-,-,-,10,10,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Macamic Lake,-,Quebec,Canada,North America,48.87,-79.02,-,-,-,1.6,1.6,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,x,MALHA,-,-,Sudan,Africa,15.10,26.25,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Mazoula,-,-,Algeria,Africa,28.3779,7.2085,-,-,-,0.8,0.8,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Mecatina,-,Quebec,Canada,North America,50.83,-59.37,-,-,-,3.2,3.2,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Melville Islands,-,Franklin District,Canada,North America,76.67,-109.00,-,-,-,-,-1,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Menihek Lake East,-,Quebec,Canada,North America,53.70,-66.67,-,-,-,4.8,4.8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Menihek Lake West,-,Quebec,Canada,North America,54.32,-67.17,-,-,-,4,4,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Meteor Strike,-,Maputaland,South Africa,Africa,-26.943,32.783,-,-,-,0.65x0.170,0.1,holocene,0,-,0.01,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Michikamau,-,Quebec,Canada,North America,54.57,-64.45,-,-,-,5.6,5.6,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,NEBIEWALE CALDERA,-,-,Ghana,Africa,10.58,-1.67,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Ngoro-Ngoro,-,-,Tansania,Africa,-3,36.5,-,-,-,25,25,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,x,NORTH CASPIAN SEA,-,-,Kazaks,Asia,44.00,53.00,-,-,-,800,800,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Nyika,-,-,Malawi,Africa,-10.5533,33.7953,-,-,-,NA,-1,23-Apr-60,-,-,-,-,-,0,-,N,-,-,-,,,,,,,,,,,
5,-,Ontong Java Plateau,-,-,Pacific,Asia,0,163,-,-,-,hundreds,-1,~120,108,120,132,-,10%,-,-,-,-,-,-,,,,,,,,,,,
5,-,Panamint,-,California,USA,North America,36.09714,-117.37441,-,-,-,0.07,0.07,>1947 to several thousands,-,-,-,-,"stratigraphic, historic",0,-,Y,-,-,-,,,,,,,,,,,
5,-,Parry Sound,-,Ontario,Canada,North America,45.3750,-79.9278,-,-,-,2x2.4,2.2,pre-Holocene,0.0115,-,-,-,stratigraphy,0,-,-,-,-,-,,,,,,,,,,,
5,-,Patom,-,-,Russia,Asia,59.00,116.42,-,-,-,0.09,0.09,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Pawtuckaway ,-,New Hampshire,USA,North America,43.111,-71.189,-,-,-,2.5,2.5,100-150,100,-,150,-,-,0,0,-,-,-,-,,,,,,,,,,,
5,-,Pippingara,-,Western Australia,Australia,Australia,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Puffin,-,"Bonaparte Basin, Timor Sea",Australia,Australia,-12.2,124.2,-,-,-,2.2-1.7,1.95,15 ±2,12,15,17,2,stratigraphic,buried,-,N,-,-,-,,,,,,,,,,,
5,x,RANDECKER MAAR,-,-,Germany,Europe,-,-,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Richat,-,-,Mauritania,Africa,21.125,-11.400,-,-,-,40x50,45,Cretaceous,65,-,145,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Sault au Cochons,-,Quebec,Canada,North America,49.28,-70.50,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,SEA OF JAPAN,-,-,Asia,Asia,39.60,139.70,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Ševětín,-,southern Bohemia,Czech Republic,Europe,49.08,14.58,-,-,-,46,46,277-228,228,-,277,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Sušice,-,southern Bohemia,Czech Republic,Europe,49.23,13.53,-,-,-,50,50,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,SWAN VALLEY,-,-,USA,North America,-,-,-,-,-,0.08,0.08,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Tarek (GKCF59),Gilf Kebir,-,Egypt,Africa,24.59806,27.20500,-,-,-,2.12,2.12,Albian to Lower Oligocene,28,-,112,-,-,0,0,N,Ss,-,-,,,,,,,,,,,
5,-,Tepexitl,-,-,Mexico,North America,19.22,-97.43,-,-,-,1.2,1.2,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,x,TIFFIN,-,-,USA,North America,41.80,-91.67,-,-,-,0.03,0.03,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,UBEHEBE,-,-,USA,North America,36.98,-117.53,-,-,-,0.07,0.07,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,x,UDJEI BOWL,-,-,Russia,Asia,53.75,93.17,-,-,-,-,-1,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (-13.540, 35.326)",-,-,Mozambique,Africa,-13.540,35.326,-,11,-,11,11,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (-13.759, 35.414)",-,-,Mozambique,Africa,-13.759,35.414,-,7.5,-,7.5,7.5,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (18.053, 33.500)",-,Nile,Sudan,Africa,18.053,33.500,-,13,-,13,13,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (18.388, 20.056)",-,-,Chad,Africa,18.388,20.056,-,-,-,1.9,1.9,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (18.3913, -100.4011)",-,-,Mexico,North America,18.3913,-100.4011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (22.5140, -3.4026)",-,-,Mali,Africa,22.5140,-3.4026,-,0.45,-,0.45,0.45,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (22.755, -6.638)",-,-,Mauritania,Africa,22.755,-6.638,-,-,-,1.1x1.6,1.3,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (23.0314, -3.5317)",-,-,Mali,Africa,23.0314,-3.5317,-,0.11,-,0.11,0.11,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (24.0391, -5.8886)",-,-,Mali,Africa,24.0391,-5.8886,-,2.37 x 3.31,-,2.37 x 3.31,3,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"unnamed (44.258, 109.35)",-,-,Mongolia,Asia,44.258,109.350,-,-,-,10,10,-,-,-,-,-,-,0,0,-,-,-,-,,,,,,,,,,,
5,-,"Unnamed 29.9412, -8.4242",-,Tizi-n-Touzlimt,Morocco,Africa,29.9412,-8.4242,-,-,-,2.20 x 2.70,2.5,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"Unnamed -41.243441, -66.964804",-,Rio Negro,Argentina,South America,-41.243441,-66.964804,-,-,-,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,"Unnamed -48.699301, -70.097498",-,Santa Cruz,Argentina,South America,-48.699301,-70.097498,-,-,-,0.34,0.34,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,Watterson Lake,-,Keewatin District,Canada,North America,61.21,-99.36,-,-,-,30x34,32,?,-,-,-,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,Wilkes Land 1,-,-,Antarctica,Antarctica,-71.5,140.0,-,-,-,243,243,Neogene,-,-,23,-,geophysical/tectonophysical,buried,-,-,-,-,-,,,,,,,,,,,
5,x,WINKLER,-,-,USA,North America,39.48,-96.82,-,-,-,0.8,0.8,?,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
5,-,X-SAR 11,-,Arizona,USA,North America,32.356,-112.865,-,-,-,1.9,1.9,<0.0001,-,-,0.0001,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,X-SAR 14A (Dune Crater),-,-,Namibia,Africa,-27.625,16.186,-,-,-,3.5x4.7,3.77,Quaternary,-,-,1.8,-,-,0,-,-,-,-,-,,,,,,,,,,,
5,-,X-SAR 14B,-,-,Namibia,Africa,-27.6692,16.2108,-,-,-,0.57,0.57,Quaternary,-,-,1.8,-,-,0,-,-,-,-,-,,,,,,,,,,,
